,features,spliced_features,unspliced_features,gene_count_corr,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes,spearmans_score,velocity_score
LMLN,LMLN,LMLN,LMLN,-0.0314,-0.03495228290557861,,,,,,,,,,,,,,,,False,0.42047305174107086,0
FAIM,FAIM,FAIM,FAIM,0.0519,-0.5809937715530396,,,,,,,,,,,,,,,,False,0.021582567521074347,0
CEP70,CEP70,CEP70,CEP70,0.0956,0.035513877868652344,0.25262516092980214,2.0266831695548007,0.2388961909369313,11.170328778725104,0.19967300730446974,0.043012071400880814,0.255084365606308,0.1980895433629362,0.0,0.0,0.39561022347470653,0.1321604003261573,0.8992094641615604,1.259450159402522,2.786880282598645,True,0.33357466048276774,30
ESYT3,ESYT3,ESYT3,ESYT3,0.0322,-0.7340306043624878,,,,,,,,,,,,,,,,False,0.1602554162794412,0
DBI,DBI,DBI,DBI,0.2472,-0.21847283840179443,,,,,,,,,,,,,,,,False,0.0,0
CCDC93,CCDC93,CCDC93,CCDC93,0.0186,-0.08612537384033203,,,,,,,,,,,,,,,,False,0.17257009032135182,0
DDX18,DDX18,DDX18,DDX18,0.0613,0.020903825759887695,0.16749864852583599,2.2400156118238876,0.24805303155917172,4.803983754714986,0.09664654724299906,0.017871366813778877,0.08598533272743225,0.17459172310121537,0.0,0.0,0.2643516045812602,0.06398010230974552,0.25732605544657544,1.522248240600002,1.9746891079952222,True,0.1899856409421539,0
DPP10,DPP10,DPP10,DPP10,0.0356,0.6423528790473938,0.03095760729210744,0.014656904622530774,0.07831884445628337,23.774728579316555,11.539542102813721,0.5923699736595154,0.056467317044734955,0.0017394944358814623,0.0,0.0,0.36161132662199447,2.14688914780791,0.21426206844023848,0.7156275532940305,6.503720175677659,False,0.39684461897772566,0
ACTR3,ACTR3,ACTR3,ACTR3,0.1267,-0.16526126861572266,,,,,,,,,,,,,,,,False,0.2131406659024933,0
SLC35F5,SLC35F5,SLC35F5,SLC35F5,-0.0198,-0.7121344804763794,,,,,,,,,,,,,,,,False,0.1570491304528635,0
ENSGALG00000012177.6,ENSGALG00000012177.6,ENSGALG00000012177.6,ENSGALG00000012177.6,-0.0648,0.7962278723716736,1.5614488144608076,0.18687301626079236,0.34706402647961343,12.282800946283608,1.0396198850870133,2.142047166824341,0.973545491695404,0.2552249318205772,0.0,0.0,0.4964421784232573,8.922926866292123,3.036872427155874,0.6595896351066175,2.403142067483177,True,0.8742803138846413,0
MGAT5,MGAT5,MGAT5,MGAT5,0.0729,0.3879128694534302,0.09681963016692244,0.08187106213057223,0.21169494677010145,10.48921175561824,6.596043968200684,0.4545257091522217,0.10680869966745377,0.22032632297200516,0.0,0.0,0.35869815662649085,1.262647296322505,0.31739769753967895,1.1013976254215239,2.870236821777488,True,0.6280926233772245,0
TMEM163,TMEM163,TMEM163,TMEM163,0.1698,0.8439037352800369,0.2064961569442451,0.10407682613628799,0.1395284994034158,19.35921454568819,2.7810124933719633,0.6518294215202332,0.38673633337020874,0.3595260465770768,0.0,0.0,0.4552127809498787,1.7441634881933676,0.9265156517624213,0.26864463168822306,5.700683956291907,True,0.42113360349156004,18
ACMSD,ACMSD,ACMSD,ACMSD,0.0433,-0.20924735069274902,,,,,,,,,,,,,,,,False,0.3337977768040266,0
RAB3GAP1,RAB3GAP1,RAB3GAP1,RAB3GAP1,0.0384,0.04729384183883667,0.1512415205271875,0.2579078987156434,0.1584948382437171,10.97075017687907,0.7090498816967011,0.21344268321990967,0.1422349363565445,0.1898508157673992,0.0,0.0,0.3048116923768323,0.6270910835338096,0.48760237673233287,1.5153302980780703,2.460770330046082,True,0.2987316362907624,0
ZRANB3,ZRANB3,ZRANB3,ZRANB3,0.0753,0.36940091848373413,0.040791540180486904,0.14789108586780572,0.21811615573594711,7.932390299827156,4.371566581726074,0.11126141995191574,0.03690417483448982,0.2840230151986045,0.0,0.0,0.04117722683505717,0.26245879693564933,0.11494871167915649,0.6489292921007607,2.2427915294222687,True,0.5522298667051655,0
R3HDM1,R3HDM1,R3HDM1,R3HDM1,0.1021,0.40709567070007324,0.3990209756728135,0.4655856379996525,0.31815040380268095,12.138345670752683,0.44320450410246853,0.23651710152626038,0.2521507143974304,0.2287917101075029,0.0,0.0,0.37941638678854306,0.7917918031370144,1.0406964267122334,1.0105419261190303,2.1807645230299526,True,0.5591332506373536,0
ENSGALG00000012259.7,ENSGALG00000012259.7,ENSGALG00000012259.7,ENSGALG00000012259.7,0.0147,0.06521397829055786,0.538262621357079,2.317214464775972,0.29315437663026894,12.821844583663383,0.10702822957187891,0.08154372870922089,0.35999298095703125,0.23426561723708342,0.0,0.0,0.34684899232924726,0.24320768706304013,1.3249161199762902,0.931545812449045,1.8825046030629489,True,0.3584559116245591,28
LCT,LCT,LCT,LCT,0.0307,0.19357532262802124,0.04352976115529974,0.19613458419983684,0.2609172277023913,10.191745724598285,2.5454868525266647,0.074540875852108,0.03945957496762276,0.20744488999933675,0.0,0.0,0.26132528536769867,0.21272301186172687,0.1286943090421244,1.1183201863145358,2.5704812330220186,True,0.5050381903757922,0
DARS,DARS,DARS,DARS,0.158,-0.37174367904663086,,,,,,,,,,,,,,,,False,0.36270417820985,0
CXCR4,CXCR4,CXCR4,CXCR4,0.1685,0.007148444652557373,,,,,,,,,,,,,,,,False,0.2667706431103642,0
THSD7B,THSD7B,THSD7B,THSD7B,0.035,0.0890282392501831,0.009965482662687356,0.021568677683280562,0.11281621325075442,13.377500953711534,14.419351641337077,0.18584151566028595,0.012458729557693005,0.14471324082026768,0.0,0.0,0.14917317744295872,0.46309461421145715,0.0462728060685612,1.0547483570891447,3.185894242519643,False,0.4659914076802138,0
SPOPL,SPOPL,SPOPL,SPOPL,-0.0139,-0.5182987451553345,,,,,,,,,,,,,,,,False,0.10977223787170386,0
LRP1B,LRP1B,LRP1B,LRP1B,0.0049,0.2578837275505066,0.056959590654816726,0.02633754348969061,0.21871612220755735,8.992893186086519,26.303581566810607,0.8168002963066101,0.05053845793008804,0.2036245956383937,0.0,0.0,0.16972135056351068,2.5395630229246655,0.15747164424251894,1.0677006553903243,2.237389240253473,False,0.6283437809858755,0
GTDC1,GTDC1,GTDC1,GTDC1,-0.0175,-0.40737736225128174,,,,,,,,,,,,,,,,False,0.4894945066549824,0
ORC4,ORC4,ORC4,ORC4,0.1669,-0.09480428695678711,,,,,,,,,,,,,,,,False,0.27270692813283504,0
MBD5,MBD5,MBD5,MBD5,-0.0447,-0.38126182556152344,,,,,,,,,,,,,,,,False,0.5022806160271183,0
EPC2,EPC2,EPC2,EPC2,-0.0056,-0.5234296321868896,,,,,,,,,,,,,,,,False,0.42987676227786775,0
KIF5C,KIF5C,KIF5C,KIF5C,0.1149,-0.6784499883651733,,,,,,,,,,,,,,,,False,0.3681675723507416,0
MMADHC,MMADHC,MMADHC,MMADHC,0.0241,-0.10121536254882812,,,,,,,,,,,,,,,,False,0.05886436110940863,0
PRPF40A,PRPF40A,PRPF40A,PRPF40A,0.0856,0.009565651416778564,,,,,,,,,,,,,,,,False,0.31411884271235585,0
GALNT13,GALNT13,GALNT13,GALNT13,-0.0319,0.059437453746795654,0.010337883520351556,0.015587676471738043,0.07789461166751989,20.855872285569266,12.700690104961396,0.25105664134025574,0.025021936744451523,0.24122564278008102,0.0,0.0,0.0038343858623729856,0.6250057366951808,0.07683347029097634,0.8909919251397881,6.089456410426266,False,0.6086350538013733,0
GPD2,GPD2,GPD2,GPD2,0.0683,-0.022241592407226562,,,,,,,,,,,,,,,,False,0.4386666321746249,0
PKP4,PKP4,PKP4,PKP4,0.0452,0.24845951795578003,0.12231330945991692,0.18990950250527974,0.19511365763615246,13.777273656289017,1.8574117972453434,0.24100743234157562,0.16424749791622162,0.23916892542774457,0.0,0.0,0.2699462691596458,0.7139369587872183,0.4733033361363,0.9587389515905967,3.5885717348399133,True,0.5745827826181577,0
TANC1,TANC1,TANC1,TANC1,0.0829,-0.4650917053222656,,,,,,,,,,,,,,,,False,0.5348089338270834,0
WDSUB1,WDSUB1,WDSUB1,WDSUB1,0.0041,-0.5547682046890259,,,,,,,,,,,,,,,,False,0.1768517835879492,0
BAZ2B,BAZ2B,BAZ2B,BAZ2B,-0.0776,-0.44186222553253174,,,,,,,,,,,,,,,,False,0.5723849955869295,0
MARCHF7,MARCHF7,MARCHF7,MARCHF7,-0.0362,-0.6729235649108887,,,,,,,,,,,,,,,,False,0.22175268196275438,0
NAA20,NAA20,NAA20,NAA20,0.0425,-0.10445821285247803,,,,,,,,,,,,,,,,False,0.106149166255928,0
PDK1,PDK1,PDK1,PDK1,0.051,-0.15603363513946533,,,,,,,,,,,,,,,,False,0.1215149579501133,0
GPR155,GPR155,GPR155,GPR155,-0.0024,-1.426590919494629,,,,,,,,,,,,,,,,False,0.24204952293785598,0
CIR1,CIR1,CIR1,CIR1,0.0241,-0.13774192333221436,,,,,,,,,,,,,,,,False,0.0908723137471143,0
TMEM198,TMEM198,TMEM198,TMEM198,-0.0496,0.07485419511795044,0.08002356056175586,0.8468228364660264,0.2762556758051699,6.547438943829501,0.6856273795167607,0.03444059565663338,0.06358563899993896,0.21732132759967138,0.0,0.0,0.1146003454346623,0.10096289654296127,0.17165925572947438,0.9450481725793467,1.9621776465896543,True,0.4073972744132641,19
ERMN,ERMN,ERMN,ERMN,0.0745,0.26909083127975464,0.8238583467186675,13.632974553399091,0.5167486129210717,2.6304081503455503,0.025762576265260587,0.012346512638032436,0.22644191980361938,0.2270483004620388,0.0,0.0,0.3926050911147166,0.03985060567896097,0.5355071771713295,0.809709012266681,1.1531216036703942,False,0.4223451076799856,0
MCM6,MCM6,MCM6,MCM6,0.2252,0.43674618005752563,2.8708206759585484,13.514795336354142,0.8824887787980318,15.728014925814342,0.08768422901630402,0.054090891033411026,0.9715903997421265,0.2834058322923893,0.0,0.0,0.48777619353702273,0.1653784382718045,2.3690311570555487,0.5878263167054114,1.1961677979798107,True,0.5149380875743573,0
C7H2ORF76,C7H2ORF76,C7H2ORF76,C7H2ORF76,0.0165,-0.32820260524749756,,,,,,,,,,,,,,,,False,0.07471105192933553,0
PLA2R1,PLA2R1,PLA2R1,PLA2R1,0.0363,-0.03474462032318115,,,,,,,,,,,,,,,,False,0.42033921065235835,0
TANK,TANK,TANK,TANK,0.0188,-0.566459059715271,,,,,,,,,,,,,,,,False,0.16845248011801683,0
ATF2,ATF2,ATF2,ATF2,-0.0329,-1.3167734146118164,,,,,,,,,,,,,,,,False,0.3211955315635615,0
NFE2L2,NFE2L2,NFE2L2,NFE2L2,0.0685,-0.26783013343811035,,,,,,,,,,,,,,,,False,0.2671923835581116,0
PLEKHA3,PLEKHA3,PLEKHA3,PLEKHA3,0.067,-0.27283811569213867,,,,,,,,,,,,,,,,False,0.0,0
UBE2E3,UBE2E3,UBE2E3,UBE2E3,-0.0674,0.24250704050064087,0.6718239083354064,0.6772134065152188,0.2852953684394508,9.666841692267246,0.28720592156052593,0.2510000765323639,0.4129355549812317,0.33310439902200883,0.0,0.0,0.39704364049975893,0.7269540342849009,1.1633704554546496,0.5190567492000228,2.357008770680633,True,0.6434706881440956,19
CARF,CARF,CARF,CARF,0.0032,-0.6388849020004272,,,,,,,,,,,,,,,,False,0.07589457473160811,0
BZW1,BZW1,BZW1,BZW1,0.1483,-0.15640389919281006,,,,,,,,,,,,,,,,False,0.03449449254425359,0
NDUFA10,NDUFA10,NDUFA10,NDUFA10,0.0239,0.4912624955177307,1.4344992572807316,1.2326680612931482,0.31539437735986786,9.37585204728838,0.14553284369409086,0.2393374890089035,0.7770546078681946,0.26769268874403124,0.0,0.0,0.48410224535022806,0.8060394115112846,2.527644430897359,0.7863527713610236,2.5084494570977207,True,0.6212655360300882,26
HDAC4,HDAC4,HDAC4,HDAC4,0.0009,-0.2349085807800293,,,,,,,,,,,,,,,,False,0.4889593712407965,0
CXCR7,CXCR7,CXCR7,CXCR7,-0.2047,0.2503741383552551,2.6242497890274157,21.298999349438343,0.6041807613100266,3.2785791388446532,0.018604268431663514,0.03224245831370354,0.8188745379447937,0.19339462297358273,0.0,0.0,0.4852221396234219,0.11027459407799103,2.1849421081775477,1.280406878961413,1.1356400924647372,False,0.5908960221983707,0
TFPI,TFPI,TFPI,TFPI,0.0626,-0.3360176086425781,,,,,,,,,,,,,,,,False,0.45756809790594044,0
STAM2,STAM2,STAM2,STAM2,-0.0146,-1.2830705642700195,,,,,,,,,,,,,,,,False,0.27163360857794744,0
RIF1,RIF1,RIF1,RIF1,0.2381,0.6565777063369751,1.8149434964549165,5.918232030931057,0.6778269010762289,5.797257942759884,0.05893786378204823,0.07858245074748993,0.6299890279769897,0.3282084641782143,0.0,0.0,0.47069806298764694,0.22449526679251527,1.5552476614810011,0.49514183443081683,1.3546136077775663,True,0.6976514938098816,0
ACVR2A,ACVR2A,ACVR2A,ACVR2A,-0.2239,0.81519615650177,1.982025570834172,0.4624573485546735,0.40909331387212383,13.05882854724318,0.41938286304473876,1.1802281141281128,1.3297104835510254,0.5116817026380163,0.0,0.0,0.48695052793121424,2.82859004792978,3.4581453669816256,0.21335580842196425,2.3202252498121463,True,0.8921594445818876,15
ARHGAP15,ARHGAP15,ARHGAP15,ARHGAP15,0.0058,-0.025768518447875977,,,,,,,,,,,,,,,,False,0.26826257852813656,0
TMEM169,TMEM169,TMEM169,TMEM169,0.0526,-0.1013491153717041,,,,,,,,,,,,,,,,False,0.26066171449627296,0
IGFBP5,IGFBP5,IGFBP5,IGFBP5,-0.0426,0.5020274817943573,0.3385263997669195,1.0412394749122205,0.29372396230298103,6.400535383048292,0.4517099820325772,0.10191590338945389,0.2856003940105438,0.10962918708242748,0.0,0.0,0.48573003815250987,0.34691480813523673,1.1233385947918326,1.7621833508172622,2.306850371070095,True,0.7333389838444473,0
USP37,USP37,USP37,USP37,-0.017,0.08898144960403442,0.07491945546106034,0.28397462006753077,0.21956235785388867,13.411156092863369,1.4877604386210441,0.09091363102197647,0.08234263956546783,0.2189503184713992,0.0,0.0,0.25191808713385677,0.28149174321793863,0.2529533511862673,1.1132413283096563,3.0299805861448115,True,0.3324684321412946,18
TTC21B,TTC21B,TTC21B,TTC21B,-0.0444,-0.3484565019607544,,,,,,,,,,,,,,,,False,0.3490590568724112,0
HNRNPA3,HNRNPA3,HNRNPA3,HNRNPA3,0.2258,0.06448578834533691,2.3368671254684035,0.8561041005042543,0.38953190251377634,14.809403620555171,0.21002149008214477,0.4928740859031677,1.1088532209396362,0.24907067999380028,0.0,0.0,0.4415003931198659,1.9920688848027877,4.421344007911353,0.793185561327612,2.5027772644480066,True,0.6042194598194772,0
ZNF385B,ZNF385B,ZNF385B,ZNF385B,-0.0329,0.6549562215805054,0.2938342508165977,0.10953303029187872,0.4734865318470734,4.874808271831211,2.8180875563621512,0.6142228245735168,0.10135015845298767,0.2125615426876457,0.0,0.0,0.41057661862959566,1.7922663328517172,0.3164997172525859,0.7766003335029124,1.4632944534071892,True,0.7366916114170216,21
CASP18,CASP18,CASP18,CASP18,-0.0005,-0.2192286252975464,,,,,,,,,,,,,,,,False,0.16845028227093678,0
VWC2L,VWC2L,VWC2L,VWC2L,0.0183,-0.5251947641372681,,,,,,,,,,,,,,,,False,0.17695935937662716,0
ERBB4,ERBB4,ERBB4,ERBB4,-0.0158,0.5815203785896301,0.054141546367614354,0.020295282035985986,0.26135575157558477,8.014490325597425,20.558954524993897,0.8591741919517517,0.04534296691417694,0.21093605372864146,0.0,0.0,0.22898918603322305,2.203592723575174,0.13921005146353155,0.8195741875378322,2.3527074492609907,False,0.5943195834697924,0
ZNF804A,ZNF804A,ZNF804A,ZNF804A,-0.0575,0.8188870251178741,1.2682738542652863,0.1860904972059896,0.6305675408165113,5.3171236368590264,1.98968612909317,1.31880521774292,0.30821162462234497,0.24818175836716916,0.0,0.0,0.4737851722801302,4.201415856274522,1.0341302083468,0.6805376350065862,1.154588826992213,True,0.7660855709468636,0
INHBB,INHBB,INHBB,INHBB,-0.0465,0.4985978603363037,0.30635177541420167,2.71995671848088,0.3428758487993494,5.1747403808688555,0.22001549672335388,0.038487356156110764,0.23571844398975372,0.19967927997234883,0.0,0.0,0.3916114274312989,0.10772920401946011,0.5248662018506177,0.8377399058793609,2.144490912180701,True,0.5535370172494336,0
INSIG2,INSIG2,INSIG2,INSIG2,-0.0022,-0.06559360027313232,,,,,,,,,,,,,,,,False,0.19330206735131764,0
CLK1,CLK1,CLK1,CLK1,-0.0007,-0.1441746950149536,,,,,,,,,,,,,,,,False,0.2522550448916628,0
RND3,RND3,RND3,RND3,0.1056,0.20391845703125,0.6062995298445821,2.795818855532297,0.26876088079755084,10.574675431628446,0.14677441117664175,0.05104773864150047,0.46121782064437866,0.23099315915133808,0.0,0.0,0.49562514865890256,0.16412852449533039,2.0514282494751286,0.8207833295935073,3.1195575564259093,True,0.3746747580881596,0
ENSGALG00000028457.4,ENSGALG00000028457.4,ENSGALG00000028457.4,ENSGALG00000028457.4,-0.0289,-0.28938984870910645,,,,,,,,,,,,,,,,False,0.1145933692871748,0
ENSGALG00000026460.4,ENSGALG00000026460.4,ENSGALG00000026460.4,ENSGALG00000026460.4,0.0161,0.05165529251098633,0.06524589425433737,0.10658887403826162,0.22977092943134556,11.46839658904744,4.052858060598373,0.17752519249916077,0.04489753022789955,0.16637364892219705,0.0,0.0,0.3697382496044991,0.5135844670864688,0.16931512183509767,1.5482968744015626,2.314870664734421,True,0.45103730758166166,15
NABP1,NABP1,NABP1,NABP1,-0.0186,-0.26002931594848633,,,,,,,,,,,,,,,,False,0.20594248920689212,0
DCAF17,DCAF17,DCAF17,DCAF17,0.0173,-1.1337780952453613,,,,,,,,,,,,,,,,False,0.07793344160473434,0
ZEB2,ZEB2,ZEB2,ZEB2,-0.0314,0.6903407871723175,3.398073037965414,0.08697348289483356,0.2190157081748315,19.99076623984834,1.3916356730461115,7.316458702087402,2.247560977935791,0.33578263007525677,0.0,0.0,0.4980450238820912,29.658951975087785,8.707954208398686,0.4298177648302314,3.8418511823831385,True,0.6563413501137743,0
ENSGALG00000031069.3,ENSGALG00000031069.3,ENSGALG00000031069.3,ENSGALG00000031069.3,0.1275,0.14503806829452515,0.6196450269540926,1.3245556428459446,0.22666169758853524,12.674287491670157,0.28148610450327394,0.1501602977514267,0.6317001581192017,0.21112641624728037,0.0,0.0,0.4545281904426589,0.47107005104281985,2.4543674855396667,1.213862513580834,3.176037809198243,True,0.4191325730345326,0
OSGEPL1,OSGEPL1,OSGEPL1,OSGEPL1,0.0471,-0.42699122428894043,,,,,,,,,,,,,,,,False,0.1246898860628964,0
METAP1D,METAP1D,METAP1D,METAP1D,0.0167,-0.4960120916366577,,,,,,,,,,,,,,,,False,0.31639673286414055,0
ENSGALG00000054624.1,ENSGALG00000054624.1,ENSGALG00000054624.1,ENSGALG00000054624.1,0.0998,0.32816433906555176,0.07023489221017515,0.4211554578294448,0.25333769284465457,9.261818710914138,1.0776976789534092,0.055757761001586914,0.07333840429782867,0.2580717240759112,0.0,0.0,0.13752911253591438,0.14607459931265235,0.19238347019036783,0.69929465290386,2.5430828116184077,True,0.554395038991964,0
LANCL1,LANCL1,LANCL1,LANCL1,0.0316,-0.19792616367340088,,,,,,,,,,,,,,,,False,0.03118313668001183,0
PDE11A,PDE11A,PDE11A,PDE11A,0.0651,0.560674637556076,0.07938005768626835,0.04378103186807069,0.5191908276149906,3.9075520784159656,9.47011691093445,0.4556743800640106,0.022374441847205162,0.15599277093214042,0.0,0.0,0.3232423474061439,1.3502685438634372,0.08533159596845508,1.050667556063411,1.0568628952192287,False,0.3583983901175077,0
COL3A1,COL3A1,COL3A1,COL3A1,0.0421,-0.361325740814209,,,,,,,,,,,,,,,,False,0.39758228514419836,0
ENSGALG00000035237.2,ENSGALG00000035237.2,ENSGALG00000035237.2,ENSGALG00000035237.2,0.0569,-0.547425389289856,,,,,,,,,,,,,,,,False,0.43758844794057455,0
SLC40A1,SLC40A1,SLC40A1,SLC40A1,0.1348,0.6263672411441803,0.5841149724294309,1.1269044952883323,0.47732243256913326,6.958573497516276,0.24083757519721985,0.12454883754253387,0.240474134683609,0.27018634603915326,0.0,0.0,0.45811866956425973,0.37271723067259116,0.6640596075689997,0.632153653765196,1.6145393236752161,True,0.5993368675610505,0
ENSGALG00000033452.3,ENSGALG00000033452.3,ENSGALG00000033452.3,ENSGALG00000033452.3,0.0263,-0.1599956750869751,,,,,,,,,,,,,,,,False,0.26468167473379317,0
ZC3H15,ZC3H15,ZC3H15,ZC3H15,0.2112,-0.23475193977355957,,,,,,,,,,,,,,,,False,0.1710312106520011,0
SLC4A10,SLC4A10,SLC4A10,SLC4A10,-0.0071,0.5100119411945343,0.08181833070690038,0.06289099464522953,0.2207666761236099,7.232893628332447,7.485329031944275,0.4234517216682434,0.06929934024810791,0.08919684913030376,0.0,0.0,0.42386891107008307,1.0560352625245604,0.26445107164407344,0.8364797789491076,2.4782632167036867,True,0.6057171936873763,0
ENSGALG00000027645.3,ENSGALG00000027645.3,ENSGALG00000027645.3,ENSGALG00000027645.3,-0.0091,-0.2930182218551636,,,,,,,,,,,,,,,,False,0.27655373113171516,0
ASNSD1,ASNSD1,ASNSD1,ASNSD1,0.1189,0.04305058717727661,0.2624369947048292,4.167085238715295,0.25335553913723663,4.6118719774951265,0.11635253708809618,0.015687011182308197,0.16515831649303436,0.20040654839419353,0.0,0.0,0.320794979275683,0.049819845144740145,0.4550432026514719,0.8255337708482566,1.9490526313414658,True,0.22231212866570568,0
IFIH1,IFIH1,IFIH1,IFIH1,0.0947,-0.2170177698135376,,,,,,,,,,,,,,,,False,0.3127795099547093,0
NEMP2,NEMP2,NEMP2,NEMP2,0.1018,-0.316697359085083,,,,,,,,,,,,,,,,False,0.05324599841086705,0
ENSGALG00000037870.3,ENSGALG00000037870.3,ENSGALG00000037870.3,ENSGALG00000037870.3,-0.0223,-0.15501773357391357,,,,,,,,,,,,,,,,False,0.421454447383895,0
MAIP1,MAIP1,MAIP1,MAIP1,0.039,-0.08622407913208008,,,,,,,,,,,,,,,,False,0.0,0
COL5A2,COL5A2,COL5A2,COL5A2,0.0537,-0.7074699401855469,,,,,,,,,,,,,,,,False,0.39263517411204313,0
RAPGEF4,RAPGEF4,RAPGEF4,RAPGEF4,0.0218,-0.9763038158416748,,,,,,,,,,,,,,,,False,0.3164427626773424,0
HSPE1,HSPE1,HSPE1,HSPE1,0.2549,-0.20619738101959229,,,,,,,,,,,,,,,,False,0.06765029468891522,0
ENSGALG00000031398.3,ENSGALG00000031398.3,ENSGALG00000031398.3,ENSGALG00000031398.3,-0.0537,0.6573476493358612,0.8245524031052832,2.869886133852366,0.6502161229791293,5.24958130514832,0.1267264173924923,0.07108576595783234,0.26083654165267944,0.21841986982588363,0.0,0.0,0.44137652937348926,0.2480108528737082,0.876934199441417,1.0076922771338466,1.2342228849795414,True,0.7592315508103237,0
MARCHF4,MARCHF4,MARCHF4,MARCHF4,0.0216,0.4186682105064392,0.046800993245230724,0.04246129593688946,0.1709173777447784,16.03547816184586,7.257793917655945,0.36010587215423584,0.06685815006494522,0.26785821269699617,0.0,0.0,0.10122953334453472,1.0289100886563196,0.1697576507235524,0.7292022943805275,4.164296054788563,True,0.791824920775912,33
STAT1,STAT1,STAT1,STAT1,0.0084,-0.8175678253173828,,,,,,,,,,,,,,,,False,0.040727289804002635,0
ITGA6,ITGA6,ITGA6,ITGA6,0.0676,-0.27340948581695557,,,,,,,,,,,,,,,,False,0.43576145836849867,0
ORMDL1,ORMDL1,ORMDL1,ORMDL1,0.0477,-0.2554401159286499,,,,,,,,,,,,,,,,False,0.11242283458139453,0
CACNB4,CACNB4,CACNB4,CACNB4,0.0085,-0.2627298831939697,,,,,,,,,,,,,,,,False,0.34912738520939046,0
STK11IP,STK11IP,STK11IP,STK11IP,-0.0509,-0.18442881107330322,,,,,,,,,,,,,,,,False,0.04878080144738281,0
DUSP19,DUSP19,DUSP19,DUSP19,0.029,-0.03434324264526367,,,,,,,,,,,,,,,,False,0.1953133167952205,0
SP3,SP3,SP3,SP3,0.0309,-0.014262557029724121,,,,,,,,,,,,,,,,False,0.3445851636606159,0
ENSGALG00000040995.2,ENSGALG00000040995.2,ENSGALG00000040995.2,ENSGALG00000040995.2,-0.0169,-0.3074626922607422,,,,,,,,,,,,,,,,False,0.16858284145666072,0
CNOT9,CNOT9,CNOT9,CNOT9,0.0602,-0.03132760524749756,,,,,,,,,,,,,,,,False,0.03473162659031527,0
PMS1,PMS1,PMS1,PMS1,0.0615,-0.012292623519897461,,,,,,,,,,,,,,,,False,0.3546247383019495,0
HIBCH,HIBCH,HIBCH,HIBCH,0.092,-1.1545193195343018,,,,,,,,,,,,,,,,False,0.4678826940235776,0
KLHL41,KLHL41,KLHL41,KLHL41,0.0405,-0.6580615043640137,,,,,,,,,,,,,,,,False,0.1822122474108598,0
ADARB1,ADARB1,ADARB1,ADARB1,0.0011,-3.0594234466552734,,,,,,,,,,,,,,,,False,0.19236261766282184,0
FMNL2,FMNL2,FMNL2,FMNL2,-0.0901,0.4820910096168518,0.44837419220547103,0.2682302914301541,0.28573295988753117,8.29638341035605,0.6797656229138375,0.46147188544273376,0.3207656443119049,0.36843499839404714,0.0,0.0,0.33297420159086916,1.146949983531953,0.7612048960772568,0.4008570266283659,2.4680019280605885,True,0.7995605369251039,0
COQ10B,COQ10B,COQ10B,COQ10B,0.0291,-1.8498284816741943,,,,,,,,,,,,,,,,False,0.11748183076328914,0
LNPK,LNPK,LNPK,LNPK,-0.0237,0.11987900733947754,0.44828081078867077,0.4108700771619109,0.33192404522419655,13.549324114004579,0.4498360177874566,0.24319222569465637,0.2513902485370636,0.28484953325505924,0.0,0.0,0.31774826539693257,0.8274320680415539,0.7243176634455549,0.7045959540305846,2.4286597683250055,True,0.5802691038252733,0
ENSGALG00000041782.3,ENSGALG00000041782.3,ENSGALG00000041782.3,ENSGALG00000041782.3,-0.029,0.047530531883239746,0.020896309753980942,0.0177188010916321,0.11605259743826839,10.689358983089146,25.528438568115234,0.47016069293022156,0.02670484408736229,0.2573806052208963,0.0,0.0,0.037375945218666454,1.1598902186218858,0.07426003888570543,0.6773523528040242,3.2056006473991947,False,0.4730763359067528,0
ITGA4,ITGA4,ITGA4,ITGA4,-0.0517,0.37942230701446533,0.03671270909435591,0.01879079898865424,0.08497101305310623,20.588597292411805,11.959737825393677,0.6523832678794861,0.07364019751548767,0.31312310190072346,0.0,0.0,0.13962969947994347,1.3248622343774126,0.20763066553928217,0.5253286668040889,6.307484055949314,False,0.8295499554917855,0
WDR75,WDR75,WDR75,WDR75,0.1016,0.14534032344818115,0.1652737211699392,0.9554200644725606,0.2670070929477343,10.037814386070496,0.4863756739596526,0.056769754737615585,0.13821589946746826,0.15491291752196312,0.0,0.0,0.4693028070408232,0.20050838290846373,0.5928469171169504,2.1153135474384914,2.4269304444644804,True,0.3187737723199424,0
COL6A2,COL6A2,COL6A2,COL6A2,-0.0332,0.42294377088546753,0.5246055573392787,2.7611035187821384,0.44711448851592345,4.440345257799267,0.11182843018323184,0.04480390250682831,0.2313745617866516,0.2839856666096702,0.0,0.0,0.42443670182520027,0.12911134051543838,0.49676629210469025,0.5957813296360452,1.7812618708460948,True,0.4232699206334158,0
GLS2,GLS2,GLS2,GLS2,0.0543,-2.455580234527588,,,,,,,,,,,,,,,,False,0.40867731813128577,0
GTF3C3,GTF3C3,GTF3C3,GTF3C3,0.0142,-0.27220284938812256,,,,,,,,,,,,,,,,False,0.1746717896092974,0
